"TIF District ID","TIF District Name","Year TIF Ends","Category Description","Line Item Description","Fund and Project Balances","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","Through End Date"
"T-111","105th/Vincennes","2025","Current Obligations","CDOT - ADA Polling Place - Fernwood/Evers Schools","$-60,090","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Current Obligations","CDOT - Beverly Ridge Roadway Improvements","$0","$-1,600,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Current Obligations","DPD - SBIF Program","$-495,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Current Obligations","DPD - TIF Works 2024","$-300,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Current Obligations","IGA - CPS - Julian HS Turf Field","$0","$-3,500,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Current Obligations","Program Administration","$0","$-30,161","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Fund Balance","FY 2024 Year End Available Fund Balance","$9,864,753","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Revenue","Collection Loss","$0","$-358,560","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Revenue","Property Tax Extension","$0","$3,476,324","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-111","105th/Vincennes","2025","Surplus","Surplus TIF Funds - FY 2025","$0","$-6,997,266","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-176","107th/Halsted","2038","Current Obligations","CDOT - ADA Polling Place - Alex Haley Academy/Dunne Technology Academy","$-23,341","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-176","107th/Halsted","2038","Current Obligations","CDOT - Lighting - decorative pole replacement","$-12,895","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-176","107th/Halsted","2038","Current Obligations","DPD - SBIF Program","$-974,999","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-176","107th/Halsted","2038","Current Obligations","DPD - Study - Roseland Community Medical District Plan - ISW - Corridor 12","$-4,557","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-176","107th/Halsted","2038","Current Obligations","ISW - Admin - Phase I - Corridor 12 - Additional Funding","$0","$-14,345","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-176","107th/Halsted","2038","Current Obligations","Program Administration","$0","$-10,453","$-10,748","$-11,044","$-11,340","$-11,636","$-11,932","$-12,228","$-12,523","$-12,819","$-13,115","$-55,419"
"T-176","107th/Halsted","2038","Current Obligations","RDA - Yellow Banana Grocery - Save-A-Lot - 10700 S Halsted St","$-2,265,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-176","107th/Halsted","2038","Fund Balance","FY 2024 Year End Available Fund Balance","$4,529,073","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-176","107th/Halsted","2038","Revenue","Collection Loss","$0","$-292,604","$-292,604","$-292,604","$-337,832","$-337,832","$-337,832","$-384,417","$-384,417","$-384,417","$-432,399","$-1,828,440"
"T-176","107th/Halsted","2038","Revenue","Property Tax Extension","$0","$2,170,024","$2,170,024","$2,170,024","$2,505,444","$2,505,444","$2,505,444","$2,850,928","$2,850,928","$2,850,928","$3,206,776","$13,560,152"
"T-176","107th/Halsted","2038","TRR - First Look Hold","ISW - Phase I - Corridor 12 - (Less) Admin - Additional Funding","$-1,241","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","CDOT - ADA Polling Place - Mt Greewood Park/Mt Greenwood Library","$-55,477","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","CDOT - Streetscape - 111th, Homan to Sacramento - design","$-19,605","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","CPL - Capital Strategic Plan","$0","$-6,173","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","DPD - Professional Services - 24th Year Extension","$-401,930","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","DPD - SBIF Ordinance 2025","$0","$-500,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","DPD - SBIF Ordinances 2024","$0","$-1,000,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","DPD - SBIF Program","$-487,697","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","IGA - CPS - Chicago Agriculture Sciences H.S. - BAS","$0","$-560,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","IGA - Parks - Mount Greenwood Park - Tennis Court Renovation","$0","$-75,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","Program Administration","$0","$-18,406","$-18,927","$-19,448","$-19,969","$-20,490","$-21,010","$-21,531","$-22,052","$-22,573","$-23,094","$-23,615"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","RDA - Gendell Partners Mt Greenwood","$-4,333","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Current Obligations","SSA 55","$0","$-13,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Fund Balance","FY 2024 Year End Available Fund Balance","$3,218,867","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-073","111th Street/Kedzie Avenue Business District","2035","Revenue","Collection Loss","$0","$-66,800","$-66,800","$-66,800","$-70,193","$-70,193","$-70,193","$-73,688","$-73,688","$-73,688","$-77,288","$-77,288"
"T-073","111th Street/Kedzie Avenue Business District","2035","Revenue","Property Tax Extension","$0","$1,535,649","$1,535,648","$1,535,648","$1,613,656","$1,613,656","$1,613,656","$1,694,002","$1,694,002","$1,694,002","$1,776,762","$1,776,762"
"T-182","116th Ave O","2042","Current Obligations","Program Administration","$0","$-30,221","$-31,076","$-31,932","$-32,787","$-33,642","$-34,498","$-35,353","$-36,208","$-37,064","$-37,919","$-245,474"
"T-182","116th Ave O","2042","Current Obligations","RDA - North Point Business Park ($42.4mm In-PIN)","$-283,193","$-675,000","$-675,000","$-675,000","$-700,000","$-700,000","$-700,000","$-725,000","$-725,000","$-725,000","$-750,000","$-6,225,000"
"T-182","116th Ave O","2042","Current Obligations","RDA - North Point Business Park - Burley Ave Construction","$0","$-5,088,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-182","116th Ave O","2042","Fund Balance","FY 2024 Year End Available Fund Balance","$7,895,232","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-182","116th Ave O","2042","Revenue","Collection Loss","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-182","116th Ave O","2042","Revenue","Property Tax Extension","$0","$2,581,103","$2,581,103","$2,581,103","$2,665,150","$2,665,150","$2,665,150","$2,751,720","$2,751,720","$2,751,720","$2,840,886","$23,561,925"
"T-182","116th Ave O","2042","Surplus","Surplus TIF Funds - FY 2025","$0","$-2,837,421","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","CDOT - ADA Polling Place - Metcalfe School","$-60,664","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","CDOT - Bike Lanes - Protected - 2023","$0","$-79,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","CDOT - Retail Thrive Zone (RTZ) - infrastructure","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","CPL - Capital Strategic Plan","$0","$-6,173","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","DPD - Corridor Manager Program 2025","$0","$-100,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","DPD - SBIF Program","$-578,434","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","DPD - TIF Works 2024","$-150,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","IGA - CPD - West Pullman Park - Cultural Center - Major Rehab - Roof, Masonry, Parapet Walls","$0","$-1,400,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","NIF","$-434,509","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Current Obligations","Program Administration","$0","$-19,212","$-19,756","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Fund Balance","FY 2024 Year End Available Fund Balance","$6,062,575","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Revenue","Collection Loss","$0","$-356,565","$-356,565","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Revenue","Property Tax Extension","$0","$2,358,934","$2,358,932","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Surplus","Surplus TIF Funds - FY 2025","$0","$-2,924,452","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-114","119th and Halsted","2026","Transfers Between TIF Districts","To Roseland Michigan TIF - Invest South West Program","$0","$-750,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","CDOT - ADA Polling Place - Ada Park/Shoop School/White Park/Higgins School","$-115,122","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","CDOT - Bike Lanes - Protected - 2023","$-5,848","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","CDOT - Neighborhood Lighting Improvements","$-812,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","CDOT - Traffic studies","$-14","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","DPD - SBIF Program","$-519,829","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","DPD - TIF Works 2024","$-250,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","IGA - CPS - Shoop E.S. - 11140 S Bishop St - Chimey Stack Reduction","$0","$-750,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","NIF","$-124,932","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","Program Administration","$0","$-46,144","$-47,450","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","RDA - Marshfield Plaza","$-99,772","$-2,055,592","$-3,272,954","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Current Obligations","RDA - Renaissance Estates PayGo","$0","$-2,250,000","$-500,000","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Fund Balance","FY 2024 Year End Available Fund Balance","$11,611,523","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Revenue","Collection Loss","$0","$-782,372","$-782,372","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Revenue","Property Tax Extension","$0","$4,635,761","$4,635,762","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-125","119th/I-57","2026","Surplus","Surplus TIF Funds - FY 2025","$0","$-6,873,159","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","AIS - CPL - Library - Chinatown Library - 2100 S Wentworth Ave","$-3,232","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","CDOT - 2023 Underpass Rehab Program","$-79,826","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","CDOT - Lighting - decorative pole replacement","$-407,549","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","CDOT - Neighborhood Lighting Improvements","$-116,239","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","CDOT - Streetscape - Michigan, 23rd to 24th","$-2,900,823","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","CDOT - Wells Wentworth Connector - Wentworth, Archer to Cermak","$-20,299","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","CPL - Capital Strategic Plan","$0","$-6,173","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","DPD - Central Area Plan - Phase 2","$0","$-29,750","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","DPD - Environmental Assessment - Near South H.S. Site - 2400 S State/Dearborn","$-257,814","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","DPD - IGA - CPS - Near South HS Acquisition","$0","$-8,000,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","DPD - SBIF Program","$-676,686","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","DPD - Study - TIF Major Amendment - 12-Year Extension","$-300,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","IGA - CPS - National Teachers Academy - athletic field","$-483,093","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","Program Administration","$0","$-80,822","$-83,109","$-85,397","$-87,684","$-89,971","$-92,259","$-94,546","$-96,834","$-99,121","$-101,409","$-103,696"
"T-072","24th/Michigan","2035","Current Obligations","RDA - Hilliard Homes-I","$0","$-750,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Current Obligations","RDA - Hilliard Homes-II","$0","$-1,540,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Fund Balance","FY 2024 Year End Available Fund Balance","$19,602,074","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","Revenue","Collection Loss","$0","$-706,607","$-706,607","$-706,607","$-731,316","$-731,316","$-731,316","$-756,767","$-756,767","$-756,767","$-782,981","$-782,981"
"T-072","24th/Michigan","2035","Revenue","Property Tax Extension","$0","$6,517,076","$6,517,076","$6,517,076","$6,744,971","$6,744,971","$6,744,971","$6,979,702","$6,979,702","$6,979,702","$7,221,477","$7,221,477"
"T-072","24th/Michigan","2035","Surplus","Surplus TIF Funds - FY 2025","$0","$-7,780,015","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-072","24th/Michigan","2035","TRR - Hold","CHA Transformation-RDA-Southbridge - Phase 1C - Addn'l Fund","$0","$0","$-5,935,077","$-5,935,077","$0","$0","$0","$0","$0","$0","$0","$0"
"T-141","26th and King Drive","2030","Current Obligations","CDOT - Neighborhood Lighting Improvements","$-30,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-141","26th and King Drive","2030","Current Obligations","Program Administration","$0","$-16,372","$-16,835","$-17,298","$-17,762","$-18,225","$-18,688","$0","$0","$0","$0","$0"
"T-141","26th and King Drive","2030","Fund Balance","FY 2024 Year End Available Fund Balance","$7,175,204","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-141","26th and King Drive","2030","Revenue","Collection Loss","$0","$-4,548,621","$-4,548,621","$-4,548,621","$-4,685,080","$-4,685,080","$-4,685,080","$0","$0","$0","$0","$0"
"T-141","26th and King Drive","2030","Revenue","Property Tax Extension","$0","$5,489,473","$5,489,473","$5,489,473","$5,654,157","$5,654,157","$5,654,157","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","2FM - CIP - 1819 W Pershing Building Renovation","$-3,919,347","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","AIS - Building Renovation - 1869 W Pershing - Phase 1","$-19,887","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","AIS - Building Renovation - 1869 W Pershing - Phase 2","$-141,639","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","AIS - Building Renovation - 1869 W Pershing - Phase 3","$-51,021","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","AIS - Environmental remediation","$-6,201","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","AIS - Police Station - District 09 - 3120 S Halsted Ave - MEP","$-6,211","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - ADA Polling Place - Daley Library/Wilson Park  (2 projects)","$-26,895","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Bridge - 35th/S Fork Chicago River - Repairs","$-22,597","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Bridge - 35th Steet and Bubbly Creek - Repairs","$-242,393","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Bridge - Structural Rehab - 1200 W 35th St - additional funding","$-53,272","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Complete Street Improvement - Southwest Side","$0","$-1,760,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Lighting - Decorative Pole Replacement","$-92,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Neighborhood Lighting Improvements","$-1,046,951","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Streetscape - Halsted, 36th to 42nd","$-11","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Streetscape - Morgan, 31st to 35th","$-358,016","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Traffic Calming - Racine, 35th to Pershing","$-73,511","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CDOT - Traffic Signal - Modernization - 37th Halsted","$-119,274","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","CPL - Capital Strategic Plan","$0","$-6,173","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","DPD - Building rehab - Pershing Tower","$-703,663","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","DPD - Professional services","$-1,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","DPD - RDA - Pershing Terminal","$0","$0","$-19,643,750","$-10,531,250","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","DPD - RDA - Ramova Theater - Addn'l Funding","$0","$-6,500,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","DPD - SBIF Program","$-3,805,538","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","DPD - TIF Plan Amendment - 12-Year Extension - 35th Halsted","$-126,560","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","DPD - TIF Works Program","$-797,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","IGA - CPS - Phillip D Armour ES - chimney/stack reduction","$0","$-750,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","IGA - Parks - Park 0594 - New Park - 3159 S Halsted St","$0","$0","$-350,000","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","Program Administration","$0","$-244,108","$-251,016","$-257,925","$-264,834","$-271,742","$-278,651","$-285,560","$-292,469","$-299,377","$0","$0"
"T-001","35th/Halsted","2033","Current Obligations","RDA - Ramova Theater","$-4,500,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Fund Balance","FY 2024 Year End Available Fund Balance","$37,710,710","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Revenue","Collection Loss","$0","$-579,286","$-579,286","$-579,286","$-601,501","$-601,501","$-601,501","$-624,383","$-624,383","$-624,383","$0","$0"
"T-001","35th/Halsted","2033","Revenue","Property Tax Extension","$0","$21,107,400","$21,107,400","$21,107,400","$21,916,850","$21,916,850","$21,916,850","$22,750,585","$22,750,585","$22,750,585","$0","$0"
"T-001","35th/Halsted","2033","Surplus","Surplus TIF Funds - FY 2025","$0","$-20,281,523","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Transfers Between TIF Districts","To Archer Western TIF - CPD - McKinley Park","$0","$-400,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Transfers Between TIF Districts","To Archer Western TIF - CPS - Holden ES","$0","$-3,740,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Transfers Between TIF Districts","To Archer Western TIF - CPS - Holden ES","$0","$-3,100,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Transfers Between TIF Districts","To Archer Western TIF - CTA - Orange Line - 35th/Archer Station","$0","$-1,262,134","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Transfers Between TIF Districts","To Archer Western TIF - Park - Bosley Park","$0","$-1,369,400","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","Transfers Between TIF Districts","To Archer Western TIF - Park - Bosley Park","$0","$-550,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-001","35th/Halsted","2033","TRR - Preliminary Agenda","CDOT - 35th Pl / 36th St / Lituanica Ave / Halsted St – Concrete Alley","$0","$-600,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Current Obligations","CDOT - Neighborhood Lighting Improvements","$-100,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Current Obligations","CHA Transformation - Demolition - Attucks E.S.","$-216,841","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Current Obligations","CHA Transformation - RDA - Park Blvd Ph 1","$-562,749","$-431,600","$-440,200","$0","$-925,200","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Current Obligations","DPD - Property Acquisition - 39th State (NWC)","$-13,402","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Current Obligations","Program Administration","$0","$-41,447","$-42,620","$-43,793","$-44,966","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Current Obligations","RDA - Armour Building Redevelopment","$0","$-3,666,667","$-1,833,333","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Current Obligations","RDA - Townsend Chicago LLC","$-30","$-681,400","$-683,765","$-683,995","$-729,619","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Fund Balance","FY 2024 Year End Available Fund Balance","$6,912,841","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Revenue","Collection Loss","$0","$-190,190","$-190,190","$-190,190","$-196,406","$0","$0","$0","$0","$0","$0","$0"
"T-131","35th/State","2028","Revenue","Property Tax Extension","$0","$3,121,037","$3,121,037","$3,121,037","$3,223,045","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","2FM - Martin Luther King JR. Center Updates - Phase 3","$0","$-850,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","AIS - DFSS - Community Service Center - M.L. King - 4314 S Cottage Grove - mechanical/cooling/life safety/interior","$-182,336","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","AIS - DSS - Ward Yard - Ward 4 - 4352 S Cottage Grove Av - HVAC/Interior/Life Safety","$-129,256","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","AIS - Fire Station - Engine Co. 045 - 4600 S Cottage Grove Ave - MEP","$-200,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","CDOT - Streetscape - Bronzeville - 43rd/47th/Cottage Grove","$0","$-3,690,113","$-7,380,226","$-7,380,226","$-3,690,113","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","DPD - Corridor Manager Program 2025","$0","$-100,000","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","DPD - SBIF Program","$-369,568","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","DPD - SBIF Program","$-2,826,834","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
"T-055","43rd/Cottage Grove","2034","Current Obligations","DPD - TIF Plan Amendment - 12 Year Extension - 43rd Cottage Grove TIF","$-180,745","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0"
